benchmark,scenario,algorithm,family,family_base,variant,experiment_tag,channel_contract,preset,resolution,patch_size,depths,dims,hidden_dim,embedding_dim,epochs,batch_size,inference_batch_size,encoder_batch_size,learning_rate,loss,negative_ratio,hard_negative_mining,hard_negative_strategy,hard_negative_agent,hard_negative_manifest_path,hard_negative_manifest_id,false_positive_replay_rounds,false_positive_replay_top_k,false_positive_replay_weight,false_positive_replay_epochs,threshold_policy,threshold_precision_floor,optimizer,dropout,drop_path_rate,weight_decay,requested_device,resolved_device,mps_available,mps_fallback_reason,threshold,candidate_pairs,N_pairs,elapsed_seconds,ET,sf_jaccard,tp_per_second,pickle_path,metadata_path,tp,fp,fn,tn,jaccard,accuracy,precision,recall,f1
tpc_ds_genai_spec_v2,graph_SOR2_D3_seed42,VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T,vmamba_mesh_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}, {""channel"": ""C2"", ""name"": ""Layer diagonal"", ""role"": ""SOR/SOT/SPEC layer identity on the diagonal""}, {""channel"": ""C3"", ""name"": ""Degree fingerprint"", ""role"": ""local structural degree signature on the diagonal""}, {""channel"": ""C4"", ""name"": ""Lineage route bias"", ""role"": ""route prior for SOR -> SOT -> SPEC traversal""}, {""channel"": ""C5"", ""name"": ""Sparse mask"", ""role"": ""occupied cells so sparse zeros are not treated as missing evidence""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.001,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.1,15,15,0.08093395799999925,0.08093395799999925,74.13451841809164,74.13451841809164,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D3_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D3_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.json,6,9,0,0,0.4,0.4,0.4,1.0,0.5714285714285715
tpc_ds_genai_spec_v2,graph_SOR2_D3_seed42,VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T,vmamba_mesh_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}, {""channel"": ""C2"", ""name"": ""Layer diagonal"", ""role"": ""SOR/SOT/SPEC layer identity on the diagonal""}, {""channel"": ""C3"", ""name"": ""Degree fingerprint"", ""role"": ""local structural degree signature on the diagonal""}, {""channel"": ""C4"", ""name"": ""Lineage route bias"", ""role"": ""route prior for SOR -> SOT -> SPEC traversal""}, {""channel"": ""C5"", ""name"": ""Sparse mask"", ""role"": ""occupied cells so sparse zeros are not treated as missing evidence""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.0005,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.1,15,15,0.07415462500000203,0.07415462500000203,80.91201324259728,80.91201324259728,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D3_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D3_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.json,6,9,0,0,0.4,0.4,0.4,1.0,0.5714285714285715
tpc_ds_genai_spec_v2,graph_SOR2_D4_seed42,VMamba-T (v3-fpreplay-mps-spec),VMamba-T (v3-fpreplay-mps-spec),VMamba-T,vmamba_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.001,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.225,28,28,0.1602153340000001,0.1602153340000001,87.38239749261447,24.966399283604137,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR2_D4_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR2_D4_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.json,4,0,4,20,0.5,0.8571428571428571,1.0,0.5,0.6666666666666666
tpc_ds_genai_spec_v2,graph_SOR2_D4_seed42,VMamba-T (v3-fpreplay-mps-spec),VMamba-T (v3-fpreplay-mps-spec),VMamba-T,vmamba_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.0005,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.275,28,28,0.0826660419999996,0.0826660419999996,169.35611844099256,48.387462411712164,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR2_D4_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR2_D4_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.json,4,0,4,20,0.5,0.8571428571428571,1.0,0.5,0.6666666666666666
tpc_ds_genai_spec_v2,graph_SOR2_D4_seed42,VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T,vmamba_mesh_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}, {""channel"": ""C2"", ""name"": ""Layer diagonal"", ""role"": ""SOR/SOT/SPEC layer identity on the diagonal""}, {""channel"": ""C3"", ""name"": ""Degree fingerprint"", ""role"": ""local structural degree signature on the diagonal""}, {""channel"": ""C4"", ""name"": ""Lineage route bias"", ""role"": ""route prior for SOR -> SOT -> SPEC traversal""}, {""channel"": ""C5"", ""name"": ""Sparse mask"", ""role"": ""occupied cells so sparse zeros are not treated as missing evidence""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.001,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.25,28,28,0.08479804199999919,0.08479804199999919,165.09815167666412,58.96362559880861,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D4_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D4_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.json,5,2,3,18,0.5,0.8214285714285714,0.7142857142857143,0.625,0.6666666666666666
tpc_ds_genai_spec_v2,graph_SOR2_D4_seed42,VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T,vmamba_mesh_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}, {""channel"": ""C2"", ""name"": ""Layer diagonal"", ""role"": ""SOR/SOT/SPEC layer identity on the diagonal""}, {""channel"": ""C3"", ""name"": ""Degree fingerprint"", ""role"": ""local structural degree signature on the diagonal""}, {""channel"": ""C4"", ""name"": ""Lineage route bias"", ""role"": ""route prior for SOR -> SOT -> SPEC traversal""}, {""channel"": ""C5"", ""name"": ""Sparse mask"", ""role"": ""occupied cells so sparse zeros are not treated as missing evidence""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.0005,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.275,28,28,0.08676795899999945,0.08676795899999945,322.6997652439903,92.19993292685437,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D4_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D4_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.json,8,0,0,20,1.0,1.0,1.0,1.0,1.0
tpc_ds_genai_spec_v2,graph_SOR2_D5_seed42,VMamba-T (v3-fpreplay-mps-spec),VMamba-T (v3-fpreplay-mps-spec),VMamba-T,vmamba_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.001,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.225,45,45,0.07260345799999612,0.07260345799999612,503.59171597586925,179.05483234697573,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR2_D5_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR2_D5_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.json,13,3,0,29,0.8125,0.9333333333333333,0.8125,1.0,0.896551724137931
tpc_ds_genai_spec_v2,graph_SOR2_D5_seed42,VMamba-T (v3-fpreplay-mps-spec),VMamba-T (v3-fpreplay-mps-spec),VMamba-T,vmamba_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.0005,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.15,45,45,0.071677459,0.071677459,289.7595849377246,83.70832453756488,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR2_D5_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR2_D5_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.json,6,0,7,32,0.46153846153846156,0.8444444444444444,1.0,0.46153846153846156,0.631578947368421
tpc_ds_genai_spec_v2,graph_SOR2_D5_seed42,VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T,vmamba_mesh_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}, {""channel"": ""C2"", ""name"": ""Layer diagonal"", ""role"": ""SOR/SOT/SPEC layer identity on the diagonal""}, {""channel"": ""C3"", ""name"": ""Degree fingerprint"", ""role"": ""local structural degree signature on the diagonal""}, {""channel"": ""C4"", ""name"": ""Lineage route bias"", ""role"": ""route prior for SOR -> SOT -> SPEC traversal""}, {""channel"": ""C5"", ""name"": ""Sparse mask"", ""role"": ""occupied cells so sparse zeros are not treated as missing evidence""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.001,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.225,45,45,0.06900225000000404,0.06900225000000404,372.6586555407136,115.93824839044424,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D5_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D5_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.json,8,1,5,31,0.5714285714285714,0.8666666666666667,0.8888888888888888,0.6153846153846154,0.7272727272727274
tpc_ds_genai_spec_v2,graph_SOR2_D5_seed42,VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T,vmamba_mesh_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}, {""channel"": ""C2"", ""name"": ""Layer diagonal"", ""role"": ""SOR/SOT/SPEC layer identity on the diagonal""}, {""channel"": ""C3"", ""name"": ""Degree fingerprint"", ""role"": ""local structural degree signature on the diagonal""}, {""channel"": ""C4"", ""name"": ""Lineage route bias"", ""role"": ""route prior for SOR -> SOT -> SPEC traversal""}, {""channel"": ""C5"", ""name"": ""Sparse mask"", ""role"": ""occupied cells so sparse zeros are not treated as missing evidence""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.0005,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.15,45,45,0.06990524999999792,0.06990524999999792,321.86423766456267,143.05077229536118,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D5_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR2_D5_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.json,10,7,3,25,0.5,0.7777777777777778,0.5882352941176471,0.7692307692307693,0.6666666666666667
tpc_ds_genai_spec_v2,graph_SOR4_D1_seed42,VMamba-T (v3-fpreplay-mps-spec),VMamba-T (v3-fpreplay-mps-spec),VMamba-T,vmamba_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.001,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.425,6,6,0.07995029199999948,0.07995029199999948,56.284972667767484,37.52331511184499,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR4_D1_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR4_D1_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.json,3,1,0,2,0.75,0.8333333333333334,0.75,1.0,0.8571428571428571
tpc_ds_genai_spec_v2,graph_SOR4_D1_seed42,VMamba-T (v3-fpreplay-mps-spec),VMamba-T (v3-fpreplay-mps-spec),VMamba-T,vmamba_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.0005,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.1,6,6,0.1180950420000002,0.1180950420000002,25.403267988168334,25.403267988168334,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR4_D1_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_t/VMambaT_graph_SOR4_D1_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.json,3,3,0,0,0.5,0.5,0.5,1.0,0.6666666666666666
tpc_ds_genai_spec_v2,graph_SOR4_D1_seed42,VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T,vmamba_mesh_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}, {""channel"": ""C2"", ""name"": ""Layer diagonal"", ""role"": ""SOR/SOT/SPEC layer identity on the diagonal""}, {""channel"": ""C3"", ""name"": ""Degree fingerprint"", ""role"": ""local structural degree signature on the diagonal""}, {""channel"": ""C4"", ""name"": ""Lineage route bias"", ""role"": ""route prior for SOR -> SOT -> SPEC traversal""}, {""channel"": ""C5"", ""name"": ""Sparse mask"", ""role"": ""occupied cells so sparse zeros are not treated as missing evidence""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.001,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.125,6,6,0.07268224999999973,0.07268224999999973,61.91332821975127,41.27555214650085,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR4_D1_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR4_D1_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p001_seed42.json,3,1,0,2,0.75,0.8333333333333334,0.75,1.0,0.8571428571428571
tpc_ds_genai_spec_v2,graph_SOR4_D1_seed42,VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T (v3-fpreplay-mps-spec),VMamba-Mesh-T,vmamba_mesh_t,v3-fpreplay-mps-spec,"[{""channel"": ""C0"", ""name"": ""Forward adjacency"", ""role"": ""edges in canonical lineage direction""}, {""channel"": ""C1"", ""name"": ""Reverse adjacency"", ""role"": ""reverse edges for bidirectional scan context""}, {""channel"": ""C2"", ""name"": ""Layer diagonal"", ""role"": ""SOR/SOT/SPEC layer identity on the diagonal""}, {""channel"": ""C3"", ""name"": ""Degree fingerprint"", ""role"": ""local structural degree signature on the diagonal""}, {""channel"": ""C4"", ""name"": ""Lineage route bias"", ""role"": ""route prior for SOR -> SOT -> SPEC traversal""}, {""channel"": ""C5"", ""name"": ""Sparse mask"", ""role"": ""occupied cells so sparse zeros are not treated as missing evidence""}]",article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,4096,64,0.0005,weighted_bce,16,True,structural_plus_llm_manifest,codex_gpt5_llm_hard_negative_reviewer,research/vmamba/manifests/llm_hard_negatives_article_iv_20260604.json,llm_hard_negatives_article_iv_20260604,1,0,3,2,precision_guard,0.5,adamw,0.1,0.15,0.05,mps,mps,True,,0.35,6,6,0.061379458999994085,0.061379458999994085,73.31442918062268,48.87628612041512,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR4_D1_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.pkl,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_v2/models/vmamba_mesh_t/VMambaMeshT_graph_SOR4_D1_seed42_article_cpu_r16_d2-2-8-2_w16-32-64-128_lossweighted_bce_nr16_hardneg_v3_fpreplay_mps_spec_lr0p0005_seed42.json,3,1,0,2,0.75,0.8333333333333334,0.75,1.0,0.8571428571428571
